Character,Item,Position,PickRate,Timing,Count
Treant Protector,Holy Locket,Semi Support,0.33,Mid Game,1
Treant Protector,Solar Crest,Semi Support,0.38,Mid Game,1
Treant Protector,Aghanim's Shard,Semi Support,0.67,Mid Game,1
Treant Protector,Meteor Hammer,Semi Support,0.5,Mid Game,1
Treant Protector,Blink Dagger,Semi Support,0.5,Mid Game,1
Treant Protector,Ghost Scepter,Semi Support,0.11,Mid Game,1
Treant Protector,Scythe of Vyse,Semi Support,0.14,Mid Game,1
Treant Protector,Vladmir's Offering,Semi Support,0.17,Mid Game,1
Treant Protector,Force Staff,Semi Support,0.17,Mid Game,1
Ogre Magi,Iron Branch,Carry,0.88,Start,1
Ogre Magi,Gauntlets of Strength,Carry,0.63,Start,1
Ogre Magi,Blood Grenade,Carry,0.44,Start,1
Ogre Magi,Tango,Carry,0.44,Start,1
Ogre Magi,Faerie Fire,Carry,0.38,Start,1
Ogre Magi,Sentry Ward,Carry,0.38,Start,1
Ogre Magi,Enchanted Mango,Carry,0.19,Start,1
Ogre Magi,Magic Stick,Carry,0.13,Start,1
Ogre Magi,Circlet,Carry,0.13,Start,1
Ogre Magi,Observer and Sentry Wards,Carry,0.13,Start,1
Ogre Magi,Boots of Speed,Carry,0.94,Early Game,1
Ogre Magi,Magic Wand,Carry,0.69,Early Game,1
Ogre Magi,Hand of Midas,Carry,0.63,Early Game,1
Ogre Magi,Soul Ring,Carry,0.25,Early Game,1
Ogre Magi,Arcane Boots,Carry,0.25,Early Game,1
Ogre Magi,Ring of Basilius,Carry,0.25,Early Game,1
Ogre Magi,Phase Boots,Carry,0.25,Early Game,1
Ogre Magi,Bracer,Carry,0.19,Early Game,1
Ogre Magi,Power Treads,Carry,0.13,Early Game,1
Ogre Magi,Wind Lace,Carry,0.13,Early Game,1
Ogre Magi,Black King Bar,Carry,0.6,Mid Game,1
Ogre Magi,Yasha,Carry,0.53,Mid Game,1
Ogre Magi,Sange and Yasha,Carry,0.53,Mid Game,1
Ogre Magi,Daedalus,Carry,0.33,Mid Game,1
Ogre Magi,Battle Fury,Carry,0.33,Mid Game,1
Ogre Magi,Crystalys,Carry,0.33,Mid Game,1
Ogre Magi,Power Treads,Carry,0.27,Mid Game,1
Ogre Magi,Radiance,Carry,0.27,Mid Game,1
Ogre Magi,Aghanim's Shard,Carry,0.2,Mid Game,1
Ogre Magi,Morbid Mask,Carry,0.2,Mid Game,1
Ogre Magi,Hand of Midas,Carry,0.2,Mid Game,1
Ogre Magi,Helm of Iron Will,Carry,0.13,Mid Game,1
Ogre Magi,Satanic,Carry,0.13,Mid Game,1
Ogre Magi,Assault Cuirass,Carry,0.13,Mid Game,1
Ogre Magi,Soul Ring,Carry,0.13,Mid Game,1
Ogre Magi,Magic Wand,Carry,0.13,Mid Game,1
Ogre Magi,Glimmer Cape,Carry,0.13,Mid Game,1
Ogre Magi,Nullifier,Carry,0.4,Late Game,1
Ogre Magi,Satanic,Carry,0.4,Late Game,1
Ogre Magi,Shadow Blade,Carry,0.2,Late Game,1
Ogre Magi,Silver Edge,Carry,0.2,Late Game,1
Ogre Magi,Butterfly,Carry,0.2,Late Game,1
Ogre Magi,Blink Dagger,Carry,0.2,Late Game,1
Ogre Magi,Moon Shard,Carry,0.2,Late Game,1
Ogre Magi,Bloodthorn,Carry,0.2,Late Game,1
Ogre Magi,Swift Blink,Carry,0.2,Late Game,1
Ogre Magi,Tango,Mid,0.92,Start,1
Ogre Magi,Observer Ward,Mid,0.53,Start,1
Ogre Magi,Faerie Fire,Mid,0.43,Start,1
Ogre Magi,Quelling Blade,Mid,0.41,Start,1
Ogre Magi,Iron Branch,Mid,0.35,Start,3
Ogre Magi,Iron Branch,Mid,0.31,Start,2
Ogre Magi,Gauntlets of Strength,Mid,0.18,Start,2
Ogre Magi,Iron Branch,Mid,0.16,Start,4
Ogre Magi,Magic Stick,Mid,0.14,Start,1
Ogre Magi,Sentry Ward,Mid,0.14,Start,1
Ogre Magi,Observer and Sentry Wards,Mid,0.14,Start,1
Ogre Magi,Circlet,Mid,0.1,Start,1
Ogre Magi,Gauntlets of Strength,Mid,0.1,Start,1
Ogre Magi,Enchanted Mango,Mid,0.1,Start,1
Ogre Magi,Blood Grenade,Mid,0.1,Start,1
Ogre Magi,Iron Branch,Mid,0.1,Start,1
Ogre Magi,Bottle,Mid,0.78,Early Game,1
Ogre Magi,Boots of Speed,Mid,1.0,Early Game,1
Ogre Magi,Magic Wand,Mid,0.71,Early Game,1
Ogre Magi,Soul Ring,Mid,0.39,Early Game,1
Ogre Magi,Arcane Boots,Mid,0.18,Early Game,1
Ogre Magi,Wind Lace,Mid,0.16,Early Game,1
Ogre Magi,Phase Boots,Mid,0.24,Early Game,1
Ogre Magi,Power Treads,Mid,0.16,Early Game,1
Ogre Magi,Hand of Midas,Mid,0.98,Mid Game,1
Ogre Magi,Boots of Travel,Mid,0.12,Mid Game,1
Ogre Magi,Dagon,Mid,0.11,Mid Game,1
Ogre Magi,Aether Lens,Mid,0.26,Mid Game,1
Ogre Magi,Aghanim's Shard,Mid,0.3,Mid Game,1
Ogre Magi,Sange,Mid,0.13,Mid Game,1
Ogre Magi,Aghanim's Scepter,Mid,0.64,Mid Game,1
Ogre Magi,Ghost Scepter,Mid,0.26,Mid Game,1
Ogre Magi,Vanguard,Mid,0.1,Mid Game,1
Ogre Magi,Blink Dagger,Mid,0.28,Mid Game,1
Ogre Magi,Ethereal Blade,Mid,0.43,Mid Game,1
Ogre Magi,Black King Bar,Mid,0.63,Mid Game,1
Ogre Magi,Scythe of Vyse,Mid,0.27,Mid Game,1
Ogre Magi,Tiara of Selemene,Mid,0.11,Late Game,1
Ogre Magi,Skull Basher,Mid,0.17,Late Game,1
Ogre Magi,Heart of Tarrasque,Mid,0.17,Late Game,1
Ogre Magi,Abyssal Blade,Mid,0.25,Late Game,1
Ogre Magi,Desolator,Mid,1.0,Late Game,1
Ogre Magi,Tango,Off Lane,0.7,Start,1
Ogre Magi,Iron Branch,Off Lane,0.52,Start,2
Ogre Magi,Quelling Blade,Off Lane,0.45,Start,1
Ogre Magi,Gauntlets of Strength,Off Lane,0.45,Start,2
Ogre Magi,Magic Stick,Off Lane,0.4,Start,1
Ogre Magi,Gauntlets of Strength,Off Lane,0.25,Start,1
Ogre Magi,Circlet,Off Lane,0.23,Start,1
Ogre Magi,Iron Branch,Off Lane,0.2,Start,1
Ogre Magi,Iron Branch,Off Lane,0.17,Start,3
Ogre Magi,Enchanted Mango,Off Lane,0.11,Start,1
Ogre Magi,Blood Grenade,Off Lane,0.1,Start,1
Ogre Magi,Bracer,Off Lane,0.37,Early Game,1
Ogre Magi,Bracer,Off Lane,0.13,Early Game,2
Ogre Magi,Soul Ring,Off Lane,0.37,Early Game,1
Ogre Magi,Ring of Basilius,Off Lane,0.39,Early Game,1
Ogre Magi,Boots of Speed,Off Lane,0.88,Early Game,1
Ogre Magi,Magic Wand,Off Lane,0.72,Early Game,1
Ogre Magi,Arcane Boots,Off Lane,0.65,Early Game,1
Ogre Magi,Hand of Midas,Off Lane,0.96,Early Game,1
Ogre Magi,Phase Boots,Off Lane,0.17,Early Game,1
Ogre Magi,Mekansm,Off Lane,0.16,Mid Game,1
Ogre Magi,Blade Mail,Off Lane,0.11,Mid Game,1
Ogre Magi,Vanguard,Off Lane,0.32,Mid Game,1
Ogre Magi,Helm of Iron Will,Off Lane,0.19,Mid Game,1
Ogre Magi,Pipe of Insight,Off Lane,0.47,Mid Game,1
Ogre Magi,Dagon,Off Lane,0.1,Mid Game,1
Ogre Magi,Crimson Guard,Off Lane,0.33,Mid Game,1
Ogre Magi,Aether Lens,Off Lane,0.19,Mid Game,1
Ogre Magi,Aghanim's Shard,Off Lane,0.37,Mid Game,1
Ogre Magi,Guardian Greaves,Off Lane,0.18,Mid Game,1
Ogre Magi,Tiara of Selemene,Off Lane,0.15,Mid Game,1
Ogre Magi,Lotus Orb,Off Lane,0.33,Mid Game,1
Ogre Magi,Blink Dagger,Off Lane,0.32,Mid Game,1
Ogre Magi,Boots of Travel,Off Lane,0.15,Mid Game,1
Ogre Magi,Sange,Off Lane,0.17,Mid Game,1
Ogre Magi,Aghanim's Scepter,Off Lane,0.33,Mid Game,1
Ogre Magi,Black King Bar,Off Lane,0.33,Mid Game,1
Ogre Magi,Scythe of Vyse,Off Lane,0.59,Mid Game,1
Ogre Magi,Heart of Tarrasque,Off Lane,0.14,Mid Game,1
Ogre Magi,Octarine Core,Off Lane,0.33,Mid Game,1
Ogre Magi,Sange and Yasha,Off Lane,0.14,Late Game,1
Ogre Magi,Overwhelming Blink,Off Lane,0.11,Late Game,1
Ogre Magi,Linken's Sphere,Off Lane,0.33,Late Game,1
Ogre Magi,Tango,Semi Support,0.96,Start,1
Ogre Magi,Blood Grenade,Semi Support,0.9,Start,1
Ogre Magi,Magic Stick,Semi Support,0.6,Start,1
Ogre Magi,Sentry Ward,Semi Support,0.6,Start,1
Ogre Magi,Observer and Sentry Wards,Semi Support,0.47,Start,1
Ogre Magi,Iron Branch,Semi Support,0.42,Start,2
Ogre Magi,Enchanted Mango,Semi Support,0.41,Start,1
Ogre Magi,Iron Branch,Semi Support,0.21,Start,1
Ogre Magi,Faerie Fire,Semi Support,0.17,Start,1
Ogre Magi,Gauntlets of Strength,Semi Support,0.14,Start,1
Ogre Magi,Boots of Speed,Semi Support,0.85,Early Game,1
Ogre Magi,Ring of Basilius,Semi Support,0.59,Early Game,1
Ogre Magi,Soul Ring,Semi Support,0.1,Early Game,1
Ogre Magi,Magic Wand,Semi Support,0.62,Early Game,1
Ogre Magi,Arcane Boots,Semi Support,0.74,Early Game,1
Ogre Magi,Wind Lace,Semi Support,0.32,Early Game,1
Ogre Magi,Hand of Midas,Semi Support,0.77,Mid Game,1
Ogre Magi,Pavise,Semi Support,0.27,Mid Game,1
Ogre Magi,Solar Crest,Semi Support,0.36,Mid Game,1
Ogre Magi,Aghanim's Shard,Semi Support,0.29,Mid Game,1
Ogre Magi,Glimmer Cape,Semi Support,0.24,Mid Game,1
Ogre Magi,Force Staff,Semi Support,0.15,Mid Game,1
Ogre Magi,Aether Lens,Semi Support,0.27,Mid Game,1
Ogre Magi,Pipe of Insight,Semi Support,0.22,Mid Game,1
Ogre Magi,Ghost Scepter,Semi Support,0.17,Mid Game,1
Ogre Magi,Tiara of Selemene,Semi Support,0.19,Mid Game,1
Ogre Magi,Blink Dagger,Semi Support,0.11,Mid Game,1
Ogre Magi,Lotus Orb,Semi Support,0.21,Mid Game,1
Ogre Magi,Scythe of Vyse,Semi Support,0.37,Mid Game,1
Ogre Magi,Wind Waker,Semi Support,0.33,Late Game,1
Ogre Magi,Overwhelming Blink,Semi Support,0.18,Late Game,1
Undying,Enchanted Mango,Carry,1.0,Start,1
Undying,Blood Grenade,Carry,0.67,Start,1
Undying,Tango,Carry,0.67,Start,1
Undying,Iron Branch,Carry,0.67,Start,1
Undying,Observer and Sentry Wards,Carry,0.33,Start,1
Undying,Sage's Mask,Carry,0.33,Start,1
Undying,Quelling Blade,Carry,0.33,Start,1
Undying,Faerie Fire,Carry,0.33,Start,1
Undying,Gloves of Haste,Carry,0.33,Start,1
Undying,Magic Stick,Carry,0.33,Start,1
Undying,Sentry Ward,Carry,0.33,Start,1
Undying,Arcane Boots,Carry,0.75,Early Game,1
Undying,Ring of Basilius,Carry,0.75,Early Game,1
Undying,Boots of Speed,Carry,0.75,Early Game,1
Undying,Magic Wand,Carry,0.5,Early Game,1
Undying,Wraith Band,Carry,0.25,Early Game,1
Undying,Guardian Greaves,Carry,0.33,Mid Game,1
Undying,Mekansm,Carry,0.33,Mid Game,1
Undying,Boots of Speed,Carry,0.33,Mid Game,1
Undying,Solar Crest,Carry,0.33,Mid Game,1
Undying,Wind Lace,Carry,0.33,Mid Game,1
Undying,Tango,Mid,0.97,Start,1
Undying,Iron Branch,Mid,0.91,Start,1
Undying,Observer Ward,Mid,0.8,Start,1
Undying,Enchanted Mango,Mid,0.71,Start,1
Undying,Blood Grenade,Mid,0.43,Start,1
Undying,Quelling Blade,Mid,0.23,Start,1
Undying,Faerie Fire,Mid,0.17,Start,1
Undying,Magic Stick,Mid,0.11,Start,1
Undying,Boots of Speed,Mid,1.0,Early Game,1
Undying,Bottle,Mid,0.94,Early Game,1
Undying,Magic Wand,Mid,0.74,Early Game,1
Undying,Phase Boots,Mid,0.74,Early Game,1
Undying,Wind Lace,Mid,0.29,Early Game,1
Undying,Soul Ring,Mid,0.14,Early Game,1
Undying,Power Treads,Mid,0.11,Early Game,1
Undying,Echo Sabre,Mid,0.71,Mid Game,1
Undying,Harpoon,Mid,0.62,Mid Game,1
Undying,Blade Mail,Mid,0.5,Mid Game,1
Undying,Aghanim's Scepter,Mid,0.44,Mid Game,1
Undying,Blink Dagger,Mid,0.32,Mid Game,1
Undying,Black King Bar,Mid,0.26,Mid Game,1
Undying,Aghanim's Shard,Mid,0.21,Mid Game,1
Undying,Black King Bar,Mid,0.38,Late Game,1
Undying,Boots of Travel,Mid,0.25,Late Game,1
Undying,Ghost Scepter,Mid,0.13,Late Game,1
Undying,Veil of Discord,Mid,0.13,Late Game,1
Undying,Shiva's Guard,Mid,0.13,Late Game,1
Undying,Refresher Orb,Mid,0.13,Late Game,1
Undying,Aghanim's Shard,Mid,0.13,Late Game,1
Undying,Octarine Core,Mid,0.13,Late Game,1
Undying,Nullifier,Mid,0.13,Late Game,1
Undying,Helm of Iron Will,Mid,0.13,Late Game,1
Undying,Tango,Off Lane,0.72,Start,1
Undying,Enchanted Mango,Off Lane,0.44,Start,1
Undying,Quelling Blade,Off Lane,0.43,Start,1
Undying,Iron Branch,Off Lane,0.4,Start,2
Undying,Magic Stick,Off Lane,0.4,Start,1
Undying,Gauntlets of Strength,Off Lane,0.3,Start,2
Undying,Circlet,Off Lane,0.27,Start,1
Undying,Gauntlets of Strength,Off Lane,0.24,Start,1
Undying,Iron Branch,Off Lane,0.18,Start,3
Undying,Iron Branch,Off Lane,0.16,Start,1
Undying,Blood Grenade,Off Lane,0.12,Start,1
Undying,Magic Wand,Off Lane,0.1,Start,1
Undying,Null Talisman,Off Lane,0.12,Early Game,1
Undying,Bracer,Off Lane,0.29,Early Game,1
Undying,Boots of Speed,Off Lane,0.86,Early Game,1
Undying,Soul Ring,Off Lane,0.38,Early Game,1
Undying,Ring of Basilius,Off Lane,0.33,Early Game,1
Undying,Magic Wand,Off Lane,0.81,Early Game,1
Undying,Arcane Boots,Off Lane,0.44,Early Game,1
Undying,Phase Boots,Off Lane,0.38,Early Game,1
Undying,Wind Lace,Off Lane,0.23,Early Game,1
Undying,Drum of Endurance,Off Lane,0.11,Mid Game,1
Undying,Echo Sabre,Off Lane,0.21,Mid Game,1
Undying,Mekansm,Off Lane,0.17,Mid Game,1
Undying,Blade Mail,Off Lane,0.49,Mid Game,1
Undying,Vanguard,Off Lane,0.33,Mid Game,1
Undying,Helm of Iron Will,Off Lane,0.23,Mid Game,1
Undying,Pipe of Insight,Off Lane,0.28,Mid Game,1
Undying,Guardian Greaves,Off Lane,0.28,Mid Game,1
Undying,Sange,Off Lane,0.13,Mid Game,1
Undying,Harpoon,Off Lane,0.12,Mid Game,1
Undying,Crimson Guard,Off Lane,0.31,Mid Game,1
Undying,Aghanim's Scepter,Off Lane,0.44,Mid Game,1
Undying,Aghanim's Shard,Off Lane,0.32,Mid Game,1
Undying,Blink Dagger,Off Lane,0.17,Mid Game,1
Undying,Veil of Discord,Off Lane,0.25,Mid Game,1
Undying,Black King Bar,Off Lane,0.62,Mid Game,1
Undying,Tranquil Boots,Off Lane,0.13,Mid Game,1
Undying,Boots of Bearing,Off Lane,0.14,Mid Game,1
Undying,Heart of Tarrasque,Off Lane,0.13,Mid Game,1
Undying,Shiva's Guard,Off Lane,0.75,Late Game,1
Undying,Blood Grenade,Semi Support,0.9,Start,1
Undying,Tango,Semi Support,0.85,Start,1
Undying,Enchanted Mango,Semi Support,0.77,Start,1
Undying,Sentry Ward,Semi Support,0.54,Start,1
Undying,Observer and Sentry Wards,Semi Support,0.49,Start,1
Undying,Magic Stick,Semi Support,0.44,Start,1
Undying,Iron Branch,Semi Support,0.23,Start,2
Undying,Faerie Fire,Semi Support,0.18,Start,1
Undying,Iron Branch,Semi Support,0.1,Start,1
Undying,Observer Ward,Semi Support,0.1,Start,1
Undying,Boots of Speed,Semi Support,0.64,Early Game,1
Undying,Ring of Basilius,Semi Support,0.47,Early Game,1
Undying,Bracer,Semi Support,0.11,Early Game,1
Undying,Magic Wand,Semi Support,0.46,Early Game,1
Undying,Wind Lace,Semi Support,0.29,Early Game,1
Undying,Arcane Boots,Semi Support,0.55,Early Game,1
Undying,Pavise,Semi Support,0.25,Mid Game,1
Undying,Blade Mail,Semi Support,0.27,Mid Game,1
Undying,Solar Crest,Semi Support,0.3,Mid Game,1
Undying,Tranquil Boots,Semi Support,0.5,Mid Game,1
Undying,Glimmer Cape,Semi Support,0.31,Mid Game,1
Undying,Drum of Endurance,Semi Support,0.2,Mid Game,1
Undying,Vanguard,Semi Support,0.21,Mid Game,1
Undying,Aghanim's Shard,Semi Support,0.29,Mid Game,1
Undying,Helm of Iron Will,Semi Support,0.19,Mid Game,1
Undying,Force Staff,Semi Support,0.15,Mid Game,1
Undying,Crimson Guard,Semi Support,0.17,Mid Game,1
Undying,Ghost Scepter,Semi Support,0.3,Mid Game,1
Undying,Lotus Orb,Semi Support,0.33,Mid Game,1
Undying,Aghanim's Scepter,Semi Support,0.4,Mid Game,1
Rubick,Iron Branch,Carry,0.89,Start,1
Rubick,Tango,Carry,0.78,Start,1
Rubick,Blood Grenade,Carry,0.56,Start,1
Rubick,Sentry Ward,Carry,0.56,Start,1
Rubick,Magic Stick,Carry,0.44,Start,1
Rubick,Observer and Sentry Wards,Carry,0.22,Start,1
Rubick,Circlet,Carry,0.22,Start,1
Rubick,Gloves of Haste,Carry,0.22,Start,1
Rubick,Faerie Fire,Carry,0.11,Start,1
Rubick,Quelling Blade,Carry,0.11,Start,1
Rubick,Smoke of Deceit,Carry,0.11,Start,1
Rubick,Mantle of Intelligence,Carry,0.11,Start,1
Rubick,Wind Lace,Carry,0.11,Start,1
Rubick,Boots of Speed,Carry,0.89,Early Game,1
Rubick,Arcane Boots,Carry,0.67,Early Game,1
Rubick,Ring of Basilius,Carry,0.56,Early Game,1
Rubick,Magic Wand,Carry,0.22,Early Game,1
Rubick,Urn of Shadows,Carry,0.11,Early Game,1
Rubick,Null Talisman,Carry,0.11,Early Game,1
Rubick,Dagon,Carry,0.11,Early Game,1
Rubick,Wind Lace,Carry,0.11,Early Game,1
Rubick,Power Treads,Carry,0.11,Early Game,1
Rubick,Blink Dagger,Carry,0.44,Mid Game,1
Rubick,Phylactery,Carry,0.33,Mid Game,1
Rubick,Aghanim's Scepter,Carry,0.33,Mid Game,1
Rubick,Magic Wand,Carry,0.22,Mid Game,1
Rubick,Force Staff,Carry,0.22,Mid Game,1
Rubick,Hand of Midas,Carry,0.11,Mid Game,1
Rubick,Aether Lens,Carry,0.11,Mid Game,1
Rubick,Guardian Greaves,Carry,0.11,Mid Game,1
Rubick,Mekansm,Carry,0.11,Mid Game,1
Rubick,Glimmer Cape,Carry,0.11,Mid Game,1
Rubick,Dagon,Carry,0.11,Mid Game,1
Rubick,Dagon,Carry,0.11,Mid Game,1
Rubick,Dagon,Carry,0.11,Mid Game,1
Rubick,Dagon,Carry,0.11,Mid Game,1
Rubick,Dagon,Carry,0.11,Mid Game,1
Rubick,Aghanim's Shard,Carry,0.11,Mid Game,1
Rubick,Kaya,Carry,0.11,Mid Game,1
Rubick,Pavise,Carry,0.11,Mid Game,1
Rubick,Solar Crest,Carry,0.11,Mid Game,1
Rubick,Null Talisman,Carry,0.11,Mid Game,1
Rubick,Wind Lace,Carry,0.11,Mid Game,1
Rubick,Octarine Core,Carry,1.0,Late Game,1
Rubick,Aether Lens,Carry,0.5,Late Game,1
Rubick,Aghanim's Scepter,Carry,0.5,Late Game,1
Rubick,Ethereal Blade,Carry,0.5,Late Game,1
Rubick,Boots of Travel,Carry,0.5,Late Game,1
Rubick,Boots of Travel 2,Carry,0.5,Late Game,1
Rubick,Tango,Mid,0.96,Start,1
Rubick,Faerie Fire,Mid,0.86,Start,1
Rubick,Observer Ward,Mid,0.72,Start,1
Rubick,Iron Branch,Mid,0.36,Start,3
Rubick,Iron Branch,Mid,0.31,Start,4
Rubick,Circlet,Mid,0.29,Start,1
Rubick,Iron Branch,Mid,0.24,Start,2
Rubick,Mantle of Intelligence,Mid,0.22,Start,1
Rubick,Bottle,Mid,0.86,Early Game,1
Rubick,Boots of Speed,Mid,0.9,Early Game,1
Rubick,Null Talisman,Mid,0.5,Early Game,1
Rubick,Magic Wand,Mid,0.67,Early Game,1
Rubick,Ring of Basilius,Mid,0.14,Early Game,1
Rubick,Arcane Boots,Mid,0.27,Early Game,1
Rubick,Phylactery,Mid,0.63,Early Game,1
Rubick,Wind Lace,Mid,0.25,Mid Game,1
Rubick,Dagon,Mid,0.37,Mid Game,1
Rubick,Blink Dagger,Mid,0.81,Mid Game,1
Rubick,Kaya,Mid,0.22,Mid Game,1
Rubick,Dagon,Mid,0.17,Mid Game,1
Rubick,Dagon,Mid,0.17,Mid Game,1
Rubick,Aether Lens,Mid,0.33,Mid Game,1
Rubick,Aghanim's Shard,Mid,0.36,Mid Game,1
Rubick,Aghanim's Scepter,Mid,0.83,Mid Game,1
Rubick,Boots of Travel,Mid,0.49,Mid Game,1
Rubick,Eul's Scepter of Divinity,Mid,0.23,Mid Game,1
Rubick,Dagon,Mid,0.13,Mid Game,1
Rubick,Kaya and Sange,Mid,0.11,Mid Game,1
Rubick,Ghost Scepter,Mid,0.26,Mid Game,1
Rubick,Dagon,Mid,0.11,Mid Game,1
Rubick,Octarine Core,Mid,0.19,Mid Game,1
Rubick,Black King Bar,Mid,0.19,Mid Game,1
Rubick,Ethereal Blade,Mid,0.13,Mid Game,1
Rubick,Linken's Sphere,Mid,0.13,Late Game,1
Rubick,Wind Waker,Mid,0.21,Late Game,1
Rubick,Boots of Travel 2,Mid,0.5,Late Game,1
Rubick,Scythe of Vyse,Mid,0.5,Late Game,1
Rubick,Tango,Off Lane,0.78,Start,1
Rubick,Iron Branch,Off Lane,0.53,Start,2
Rubick,Magic Stick,Off Lane,0.35,Start,1
Rubick,Circlet,Off Lane,0.33,Start,1
Rubick,Blood Grenade,Off Lane,0.31,Start,1
Rubick,Faerie Fire,Off Lane,0.31,Start,1
Rubick,Iron Branch,Off Lane,0.27,Start,3
Rubick,Sentry Ward,Off Lane,0.24,Start,1
Rubick,Mantle of Intelligence,Off Lane,0.22,Start,1
Rubick,Circlet,Off Lane,0.18,Start,2
Rubick,Observer Ward,Off Lane,0.16,Start,1
Rubick,Observer and Sentry Wards,Off Lane,0.1,Start,1
Rubick,Boots of Speed,Off Lane,0.1,Start,1
Rubick,Magic Wand,Off Lane,0.1,Start,1
Rubick,Null Talisman,Off Lane,0.33,Early Game,1
Rubick,Boots of Speed,Off Lane,0.96,Early Game,1
Rubick,Urn of Shadows,Off Lane,0.1,Early Game,1
Rubick,Magic Wand,Off Lane,0.8,Early Game,1
Rubick,Ring of Basilius,Off Lane,0.45,Early Game,1
Rubick,Arcane Boots,Off Lane,0.69,Early Game,1
Rubick,Power Treads,Off Lane,0.12,Early Game,1
Rubick,Phylactery,Off Lane,0.32,Mid Game,1
Rubick,Wind Lace,Off Lane,0.34,Mid Game,1
Rubick,Dagon,Off Lane,0.37,Mid Game,1
Rubick,Dagon,Off Lane,0.19,Mid Game,1
Rubick,Force Staff,Off Lane,0.11,Mid Game,1
Rubick,Blink Dagger,Off Lane,0.79,Mid Game,1
Rubick,Aether Lens,Off Lane,0.47,Mid Game,1
Rubick,Dagon,Off Lane,0.25,Mid Game,1
Rubick,Aghanim's Shard,Off Lane,0.36,Mid Game,1
Rubick,Aghanim's Scepter,Off Lane,0.81,Mid Game,1
Rubick,Ghost Scepter,Off Lane,0.11,Mid Game,1
Rubick,Dagon,Off Lane,0.36,Mid Game,1
Rubick,Dagon,Off Lane,0.43,Mid Game,1
Rubick,Boots of Travel,Off Lane,0.33,Mid Game,1
Rubick,Eul's Scepter of Divinity,Off Lane,0.5,Mid Game,1
Rubick,Ethereal Blade,Off Lane,0.13,Mid Game,1
Rubick,Lotus Orb,Off Lane,0.25,Late Game,1
Rubick,Boots of Travel 2,Off Lane,1.0,Late Game,1
Rubick,Khanda,Off Lane,1.0,Late Game,1
Rubick,Tango,Full Support,0.95,Start,1
Rubick,Blood Grenade,Full Support,0.92,Start,1
Rubick,Sentry Ward,Full Support,0.75,Start,1
Rubick,Magic Stick,Full Support,0.65,Start,1
Rubick,Iron Branch,Full Support,0.44,Start,2
Rubick,Observer and Sentry Wards,Full Support,0.37,Start,1
Rubick,Faerie Fire,Full Support,0.32,Start,1
Rubick,Iron Branch,Full Support,0.21,Start,1
Rubick,Circlet,Full Support,0.21,Start,1
Rubick,Enchanted Mango,Full Support,0.12,Start,1
Rubick,Iron Branch,Full Support,0.1,Start,3
Rubick,Boots of Speed,Full Support,0.79,Early Game,1
Rubick,Ring of Basilius,Full Support,0.58,Early Game,1
Rubick,Magic Wand,Full Support,0.65,Early Game,1
Rubick,Arcane Boots,Full Support,0.73,Early Game,1
Rubick,Wind Lace,Full Support,0.37,Early Game,1
Rubick,Solar Crest,Full Support,0.11,Mid Game,1
Rubick,Aether Lens,Full Support,0.53,Mid Game,1
Rubick,Glimmer Cape,Full Support,0.47,Mid Game,1
Rubick,Force Staff,Full Support,0.34,Mid Game,1
Rubick,Aghanim's Shard,Full Support,0.46,Mid Game,1
Rubick,Blink Dagger,Full Support,0.66,Mid Game,1
Rubick,Eul's Scepter of Divinity,Full Support,0.25,Mid Game,1
Rubick,Ghost Scepter,Full Support,0.19,Mid Game,1
Rubick,Aghanim's Scepter,Full Support,0.5,Mid Game,1
Rubick,Aeon Disk,Full Support,0.16,Late Game,1
Rubick,Octarine Core,Full Support,0.14,Late Game,1
Rubick,Boots of Travel,Full Support,0.5,Late Game,1
Rubick,Kaya,Full Support,0.5,Late Game,1
Rubick,Scythe of Vyse,Full Support,0.25,Late Game,1
Rubick,Refresher Orb,Full Support,1.0,Late Game,1
Rubick,Black King Bar,Full Support,0.13,Late Game,1
Rubick,Yasha and Kaya,Full Support,1.0,Late Game,1
Disruptor,Magic Stick,Carry,1.0,Start,1
Disruptor,Blood Grenade,Carry,1.0,Start,1
Disruptor,Sentry Ward,Carry,1.0,Start,1
Disruptor,Tango,Carry,1.0,Start,1
Disruptor,Iron Branch,Carry,1.0,Start,1
Disruptor,Magic Wand,Carry,1.0,Early Game,1
Disruptor,Arcane Boots,Carry,1.0,Early Game,1
Disruptor,Wind Lace,Carry,1.0,Early Game,1
Disruptor,Ring of Basilius,Carry,1.0,Early Game,1
Disruptor,Boots of Speed,Carry,1.0,Early Game,1
Disruptor,Aether Lens,Carry,1.0,Mid Game,1
Disruptor,Glimmer Cape,Carry,1.0,Mid Game,1
Disruptor,Tango,Mid,0.8,Start,1
Disruptor,Iron Branch,Mid,0.8,Start,1
Disruptor,Observer Ward,Mid,0.6,Start,1
