Game,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,8000000,5000000,0,1000000,140000
SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0,110000,0,3000000,140000
The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,8000000,5000000,0,1000000,140000
Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,130000,0,0,1000000,140000
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0,0,130000,0,140000
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,110000,3000000,0,0,140000
Bassmasters 2000,N64,1999,Sports,THQ,110000,3000000,0,0,140000
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,110000,3000000,0,0,140000
Bio FREAKS,N64,1998,Action,GT Interactive,110000,3000000,0,0,140000
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,8000000,5000000,0,1000000,140000
Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,110000,1000000,0,2000000,140000
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0,0,140000,0,140000
Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,130000,0,0,1000000,140000
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,7000000,5000000,0,2000000,140000
International Cricket 2010,X360,2010,Sports,Codemasters,0,120000,0,2000000,140000
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,2000000,1000000,100000,1000000,140000
Monster House,GC,2006,Adventure,THQ,110000,3000000,0,0,140000
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0,0,140000,0,140000
Buck Fever,Wii,2009,Sports,Destineer,130000,0,0,1000000,140000
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,8000000,5000000,0,1000000,140000
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,7000000,5000000,0,2000000,140000
Heroes over Europe,X360,2009,Simulation,Ubisoft,100000,3000000,0,1000000,140000
The Bombing Islands,PS,1997,Platform,Kemco,8000000,5000000,0,1000000,140000
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0,0,140000,0,140000
Monster Jam,DS,2007,Racing,Activision,130000,0,0,1000000,140000
Robots,DS,2005,Action,Vivendi Games,120000,1000000,0,1000000,140000
Gyakuten Saiban 2,GBA,2002,Action,Capcom,0,0,140000,0,140000
Godzilla: Save the Earth,XB,2004,Fighting,Atari,100000,3000000,0,0,140000
Skylanders Giants,3DS,2012,Action,Activision,120000,1000000,0,1000000,140000
Eragon,X360,2006,Action,Vivendi Games,120000,1000000,0,1000000,140000
Micro Machines,PS2,2002,Racing,Atari,7000000,5000000,0,2000000,140000
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,8000000,5000000,0,1000000,140000
Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,100000,4000000,0,0,140000
Desire,SAT,1997,Adventure,Imadio,0,0,140000,0,140000
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,100000,1000000,1000000,1000000,140000
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0,120000,0,2000000,140000
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0,0,140000,0,140000
Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,8000000,5000000,0,1000000,140000
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,100000,4000000,0,0,140000
Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0,0,140000,0,140000
Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,110000,3000000,0,1000000,140000
Enclave,XB,2002,Adventure,Swing! Entertainment,110000,3000000,0,1000000,140000
Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,8000000,5000000,0,1000000,140000
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,140000,0,140000
Dino Crisis 3,XB,2003,Action,Capcom,8000000,3000000,3000000,0,140000
Syberia,DS,2008,Action,Mindscape,100000,2000000,0,1000000,140000
Zoobles! Spring to Life!,DS,2011,Misc,Activision,100000,2000000,0,1000000,140000
NFL Blitz 20-03,GC,2002,Sports,Midway Games,110000,3000000,0,0,140000
The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0,0,140000,0,140000
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,8000000,5000000,0,1000000,140000
Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,130000,0,0,1000000,140000
The Darkness II,PC,2012,Shooter,Take-Two Interactive,100000,3000000,0,1000000,140000
Create,X360,2010,Action,Electronic Arts,100000,3000000,0,1000000,140000
Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,130000,0,0,1000000,140000
Barbie Explorer,PS,2001,Platform,Unknown,8000000,5000000,0,1000000,140000
Rango: The Video Game,Wii,2011,Action,Electronic Arts,8000000,4000000,0,1000000,140000
Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,100000,3000000,0,0,140000
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,130000,0,0,1000000,140000
Transformers: Prime,WiiU,2012,Action,Activision,9000000,3000000,0,1000000,140000
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,8000000,5000000,0,1000000,140000
NCIS,X360,2011,Adventure,Ubisoft,100000,3000000,0,1000000,140000
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0,0,140000,0,140000
Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,6000000,6000000,0,3000000,140000
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,140000,0,140000
Cabela's African Safari,X360,2006,Sports,Activision Value,130000,0,0,1000000,140000
Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,100000,3000000,0,1000000,140000
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,130000,0,0,1000000,140000
Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,8000000,5000000,0,1000000,140000
Ninjatown,DS,2008,Strategy,SouthPeak Games,120000,0,0,1000000,140000
Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,100000,4000000,0,0,140000
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,4000000,1000000,8000000,0,140000
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,120000,0,0,1000000,140000
Space Venus starring Morning Musume,PS2,2001,Misc,Sony Music Entertainment,0,0,140000,0,140000
To Heart,PS,1999,Adventure,Aqua Plus,0,0,130000,1000000,140000
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,7000000,0,6000000,1000000,140000
Doukyuusei,TG16,1995,Adventure,NEC,0,0,140000,0,140000
RockMan & Forte,SNES,1998,Platform,Capcom,0,0,140000,0,140000
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0,1000000,130000,0,140000
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,8000000,4000000,0,1000000,140000
Science Papa,Wii,2009,Misc,Activision,120000,1000000,0,1000000,140000
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,4000000,100000,0,140000
MySims Collection,Wii,2010,Misc,Electronic Arts,130000,0,0,1000000,140000
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,130000,0,1000000,140000
Football Manager 2012,PSP,2011,Sports,Sega,0,100000,0,4000000,140000
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0,0,130000,0,140000
FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,110000,3000000,0,0,140000
Rayman Arena,GC,2002,Racing,Ubisoft,110000,3000000,0,0,140000
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,100000,0,2000000,1000000,140000
4x4 EVO 2,GC,2002,Racing,Vivendi Games,110000,3000000,0,0,140000
X-Blades,PS3,2009,Action,SouthPeak Games,7000000,3000000,2000000,2000000,140000
Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0,0,140000,0,140000
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,130000,0,0,1000000,140000
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,7000000,0,6000000,1000000,140000
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,130000,1000000,140000
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0,0,140000,0,140000
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0,0,140000,0,140000
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,130000,0,0,1000000,140000
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,130000,0,0,1000000,140000
Shining Soul,GBA,2002,Role-Playing,Atari,3000000,1000000,9000000,0,140000
Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,120000,0,0,1000000,140000
The Amazing Race,Wii,2010,Misc,Ubisoft,130000,0,0,1000000,140000
Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,120000,0,0,1000000,140000
Far Cry: Primal,PC,2016,Action,Ubisoft,4000000,9000000,0,1000000,140000
Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,110000,2000000,0,1000000,140000
Dead Rising 2,PC,2010,Action,Capcom,100000,2000000,0,1000000,140000
Let's Cheer,X360,2011,Misc,Take-Two Interactive,120000,0,0,1000000,140000
Happy Feet,Wii,2006,Action,Midway Games,120000,0,0,1000000,140000
In the Hunt,PS,1995,Shooter,THQ,3000000,2000000,7000000,1000000,140000
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0,0,140000,0,140000
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,130000,0,0,1000000,140000
Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,9000000,3000000,1000000,0,140000
SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,2000000,0,120000,140000
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,7000000,3000000,2000000,2000000,140000
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,9000000,3000000,0,2000000,140000
Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,110000,2000000,0,1000000,140000
Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0,120000,0,2000000,140000
The X-Factor,PS3,2010,Misc,Deep Silver,0,100000,0,3000000,140000
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,100000,4000000,0,0,140000
Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,110000,1000000,0,1000000,140000
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,120000,1000000,0,1000000,140000
Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,130000,0,0,1000000,140000
G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,110000,1000000,0,1000000,140000
Football Manager 2014,PSV,2013,Sports,Sega,0,100000,0,4000000,140000
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,9000000,4000000,0,1000000,140000
Touch My Katamari,PSV,2011,Puzzle,Namco Bandai Games,8000000,4000000,0,2000000,140000
MotoGP '06,X360,2006,Racing,THQ,110000,1000000,0,1000000,140000
Houshinengi,PS,1998,Strategy,Tecmo Koei,0,0,130000,1000000,140000
7th Dragon,DS,2009,Role-Playing,Sega,0,0,140000,0,140000
Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,130000,0,0,1000000,140000
LEGO Island Xtreme Stunts,GBA,2002,Racing,LEGO Media,100000,4000000,0,0,140000
Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,130000,0,0,1000000,140000
Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,9000000,3000000,0,2000000,140000
Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,130000,0,0,1000000,140000
Learn Math,DS,2009,Puzzle,DreamCatcher Interactive,130000,0,0,1000000,140000
Nitrobike,Wii,2008,Racing,Ubisoft,110000,1000000,0,1000000,140000
Magnetica,DS,2006,Puzzle,Nintendo,8000000,1000000,3000000,1000000,140000
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0,0,140000,0,140000
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,7000000,5000000,0,2000000,140000
Hot Wheels: World Race,GBA,2003,Racing,THQ,100000,4000000,0,0,140000
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,110000,0,0,2000000,140000
Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,1000000,100000,0,2000000,140000
Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,120000,0,0,1000000,140000
NBA Jam,XB,2003,Sports,Acclaim Entertainment,100000,3000000,0,0,140000
Shining Resonance,PS3,2014,Role-Playing,Sega,0,0,140000,0,140000
World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,7000000,5000000,0,2000000,140000
Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,8000000,5000000,0,1000000,140000
Let's Play Ballerina,DS,2010,Sports,Deep Silver,130000,0,0,1000000,140000
Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,110000,2000000,0,1000000,140000
Apex,XB,2003,Racing,Atari,100000,3000000,0,0,140000
Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0,0,140000,0,140000
Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,100000,4000000,0,0,140000
Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,7000000,5000000,0,2000000,140000
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,8000000,2000000,3000000,1000000,140000
Open Season,DS,2006,Platform,Ubisoft,120000,0,0,1000000,140000
Guilty Gear,PS,1998,Fighting,Virgin Interactive,3000000,2000000,7000000,1000000,140000
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,130000,0,1000000,140000
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,9000000,3000000,0,1000000,140000
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,110000,2000000,0,1000000,140000
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,120000,0,0,1000000,140000
Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,8000000,5000000,0,1000000,140000
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,8000000,5000000,0,1000000,140000
Top Shot Arcade,Wii,2011,Shooter,Activision,130000,0,0,1000000,140000
Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,130000,0,0,1000000,140000
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,2000000,100000,0,1000000,140000
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,4000000,7000000,0,2000000,140000
Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,100000,3000000,0,0,140000
Deepak Chopra's Leela,Wii,2011,Misc,THQ,110000,1000000,0,1000000,140000
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,110000,1000000,0,1000000,140000
007: Quantum of Solace,DS,2008,Action,Activision,110000,1000000,0,1000000,140000
Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,7000000,5000000,0,2000000,140000
ESPN MLB Baseball,XB,2004,Sports,Sega,100000,3000000,0,0,140000
NCIS,Wii,2011,Adventure,Ubisoft,8000000,4000000,0,1000000,140000
Little League World Series Baseball 2009,DS,2009,Sports,Activision,130000,0,0,1000000,140000
Gladius,XB,2003,Strategy,Activision,100000,3000000,0,0,140000
Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,100000,3000000,0,0,140000
Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0,0,140000,0,140000
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,140000,0,140000
Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,120000,0,0,1000000,140000
Quick Yoga Training,DS,2008,Misc,Ubisoft,130000,0,0,1000000,140000
Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,130000,0,0,1000000,130000
Legendary,PS3,2008,Shooter,Atari,8000000,3000000,0,2000000,130000
Spy Hunter 2,XB,2003,Racing,Midway Games,100000,3000000,0,0,130000
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,120000,0,2000000,130000
Backyard Soccer,PS,2001,Sports,Infogrames,7000000,5000000,0,1000000,130000
Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0,0,130000,0,130000
James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,100000,4000000,0,0,130000
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,130000,0,130000
Medalot 7,3DS,2012,Action,Rocket Company,0,0,130000,0,130000
Bio FREAKS,PS,1998,Action,GT Interactive,7000000,5000000,0,1000000,130000
Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,7000000,5000000,0,1000000,130000
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0,0,130000,0,130000
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,120000,0,1000000,1000000,130000
NHL 2K8,X360,2007,Sports,Take-Two Interactive,110000,1000000,0,1000000,130000
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,120000,0,0,1000000,130000
Bratz,GBA,2002,Platform,Ubisoft,100000,4000000,0,0,130000
Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,120000,0,0,1000000,130000
King Arthur,PS2,2004,Action,Konami Digital Entertainment,7000000,5000000,0,2000000,130000
Winter Stars,Wii,2011,Sports,Deep Silver,6000000,7000000,0,1000000,130000
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0,0,130000,0,130000
The Guy Game,PS2,2004,Misc,Gathering of Developers,7000000,5000000,0,2000000,130000
Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0,0,130000,0,130000
Blade II,XB,2002,Action,Activision,100000,3000000,0,0,130000
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0,0,130000,0,130000
Baseball Advance,GBA,2002,Sports,Sega,100000,4000000,0,0,130000
Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,7000000,5000000,0,2000000,130000
Retro Atari Classics,DS,2005,Misc,Atari,120000,0,0,1000000,130000
NHL 2K9,PS3,2008,Sports,Take-Two Interactive,110000,1000000,0,1000000,130000
Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0,0,130000,0,130000
Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,130000,0,0,1000000,130000
Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,120000,0,0,1000000,130000
Shovel Knight,3DS,2015,Platform,Yacht Club Games,7000000,4000000,1000000,1000000,130000
Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,4000000,3000000,4000000,2000000,130000
Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,100000,4000000,0,0,130000
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0,0,130000,0,130000
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,7000000,6000000,0,1000000,130000
Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0,0,130000,1000000,130000
NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,7000000,5000000,0,2000000,130000
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,100000,3000000,0,0,130000
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,100000,2000000,0,1000000,130000
Transformers: Devastation,XOne,2015,Action,Activision,9000000,3000000,0,1000000,130000
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,120000,0,2000000,130000
DmC: Devil May Cry,XOne,2015,Action,Capcom,8000000,4000000,0,1000000,130000
WipeOut 3 The Game,WiiU,2012,Action,Activision,120000,0,0,1000000,130000
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,7000000,5000000,0,2000000,130000
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,120000,0,0,1000000,130000
Brain Assist,DS,2007,Misc,Sega,120000,0,0,1000000,130000
Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,7000000,5000000,0,1000000,130000
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,7000000,1000000,4000000,1000000,130000
Space Camp,Wii,2009,Action,Activision,120000,0,0,1000000,130000
SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,7000000,5000000,0,2000000,130000
Bakugan: Battle Trainer,DS,2010,Action,Activision,120000,0,0,1000000,130000
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,120000,0,1000000,1000000,130000
Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,8000000,0,5000000,1000000,130000
Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,7000000,5000000,0,1000000,130000
Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0,0,130000,0,130000
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,7000000,5000000,0,2000000,130000
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,7000000,5000000,0,2000000,130000
Venetica,X360,2010,Role-Playing,DTP Entertainment,9000000,3000000,0,1000000,130000
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,110000,1000000,0,1000000,130000
James Bond 007: Legends,WiiU,2012,Shooter,Activision,7000000,5000000,0,1000000,130000
