white_player;white_elo;black_player;black_elo;result;moves;site;date;slug;id;format;eco
Svane, Frederik;2659;Aravindh, Chithambaram VR;2724.0;0-1;50;Biel;2025-07-16;svane-aravindh-r2-biel-2025-07-16;10499881;1;B46
Murzin, Volodar;2671;Fedoseev, Vladimir;2739.0;1/2-1/2;27;Biel;2025-07-16;murzin-fedoseev-r2-biel-2025-07-16;10499813;1;A46
Ding, Liren;2734;Huang, Renjie;2495.0;1-0;49;Shaoxing;2025-07-15;ding-huang-r5.3-shaoxing-2025-07-15;10505158;3;A28
Fedoseev, Vladimir;2739;Aravindh, Chithambaram VR;2724.0;1/2-1/2;61;Biel;2025-07-15;fedoseev-aravindh-r1-biel-2025-07-15;10499545;1;E11
Ding, Liren;2734;Huang, Renjie;2495.0;1-0;36;Shaoxing;2025-07-15;ding-huang-r5.5-shaoxing-2025-07-15;10499477;3;A28
Huang, Renjie;2495;Ding, Liren;2734.0;1-0;29;Shaoxing;2025-07-15;huang-ding-r5.4-shaoxing-2025-07-15;10499476;3;A28
Yu, Yangyi;2714;Wang, Hao;2701.0;1-0;31;Shaoxing;2025-07-15;yu-wang-r5.4-shaoxing-2025-07-15;10499475;3;D35
Wang, Hao;2701;Yu, Yangyi;2714.0;1/2-1/2;65;Shaoxing;2025-07-15;wang-yu-r5.3-shaoxing-2025-07-15;10499474;3;A07
Huang, Renjie;2495;Ding, Liren;2734.0;1-0;33;Shaoxing;2025-07-15;huang-ding-r5.2-shaoxing-2025-07-15;10499472;3;C53
Yu, Yangyi;2714;Wang, Hao;2701.0;1/2-1/2;24;Shaoxing;2025-07-15;yu-wang-r5.2-shaoxing-2025-07-15;10499471;3;D35
Wang, Hao;2701;Yu, Yangyi;2714.0;1/2-1/2;55;Shaoxing;2025-07-15;wang-yu-r5.1-shaoxing-2025-07-15;10499470;3;A07
Ding, Liren;2734;Huang, Renjie;2495.0;1-0;47;Shaoxing;2025-07-15;ding-huang-r5.1-shaoxing-2025-07-15;10499469;3;A28
Ding, Liren;2734;Yu, Yangyi;2714.0;0-1;22;Shaoxing;2025-07-15;ding-yu-r4.5-shaoxing-2025-07-15;10499468;3;A07
Yu, Yangyi;2714;Ding, Liren;2734.0;1/2-1/2;61;Shaoxing;2025-07-15;yu-ding-r4.4-shaoxing-2025-07-15;10499467;3;D35
Huang, Renjie;2495;Wang, Hao;2701.0;1/2-1/2;44;Shaoxing;2025-07-15;huang-wang-r4.4-shaoxing-2025-07-15;10499466;3;D35
Ding, Liren;2734;Yu, Yangyi;2714.0;0-1;50;Shaoxing;2025-07-15;ding-yu-r4.3-shaoxing-2025-07-15;10499465;3;D38
Wang, Hao;2701;Huang, Renjie;2495.0;1-0;49;Shaoxing;2025-07-15;wang-huang-r4.3-shaoxing-2025-07-15;10499464;3;A07
Yu, Yangyi;2714;Ding, Liren;2734.0;1/2-1/2;56;Shaoxing;2025-07-15;yu-ding-r4.2-shaoxing-2025-07-15;10499463;3;D35
Huang, Renjie;2495;Wang, Hao;2701.0;1/2-1/2;51;Shaoxing;2025-07-15;huang-wang-r4.2-shaoxing-2025-07-15;10499462;3;C55
Ding, Liren;2734;Yu, Yangyi;2714.0;1-0;49;Shaoxing;2025-07-15;ding-yu-r4.1-shaoxing-2025-07-15;10499461;3;A07
Wang, Hao;2701;Huang, Renjie;2495.0;1/2-1/2;46;Shaoxing;2025-07-15;wang-huang-r4.1-shaoxing-2025-07-15;10499460;3;B10
Wang, Hao;2701;Bu, Xiangzhi;2684.0;1-0;42;Shaoxing;2025-07-14;wang-bu-r3.4-shaoxing-2025-07-14;10499359;3;C53
Ding, Liren;2734;Xue, Haowen;2518.0;1/2-1/2;40;Shaoxing;2025-07-14;ding-xue-r3.4-shaoxing-2025-07-14;10499358;3;E18
Xu, Yi;2468;Yu, Yangyi;2714.0;0-1;22;Shaoxing;2025-07-14;xu-yu-r3.4-shaoxing-2025-07-14;10499357;3;C50
Yu, Yangyi;2714;Xu, Yi;2468.0;1/2-1/2;32;Shaoxing;2025-07-14;yu-xu-r3.3-shaoxing-2025-07-14;10499356;3;E51
Bu, Xiangzhi;2684;Wang, Hao;2701.0;0-1;24;Shaoxing;2025-07-14;bu-wang-r3.3-shaoxing-2025-07-14;10499355;3;D50
Xue, Haowen;2518;Ding, Liren;2734.0;1-0;31;Shaoxing;2025-07-14;xue-ding-r3.3-shaoxing-2025-07-14;10499354;3;C53
Wang, Hao;2701;Bu, Xiangzhi;2684.0;1/2-1/2;50;Shaoxing;2025-07-14;wang-bu-r3.2-shaoxing-2025-07-14;10499352;3;C53
Xu, Yi;2468;Yu, Yangyi;2714.0;1-0;50;Shaoxing;2025-07-14;xu-yu-r3.2-shaoxing-2025-07-14;10499351;3;C50
Ding, Liren;2734;Xue, Haowen;2518.0;1-0;27;Shaoxing;2025-07-14;ding-xue-r3.2-shaoxing-2025-07-14;10499349;3;E18
Yu, Yangyi;2714;Xu, Yi;2468.0;1-0;57;Shaoxing;2025-07-14;yu-xu-r3.1-shaoxing-2025-07-14;10499347;3;E51
Xue, Haowen;2518;Ding, Liren;2734.0;0-1;61;Shaoxing;2025-07-14;xue-ding-r3.1-shaoxing-2025-07-14;10499346;3;C53
Bu, Xiangzhi;2684;Wang, Hao;2701.0;1-0;35;Shaoxing;2025-07-14;bu-wang-r3.1-shaoxing-2025-07-14;10499345;3;D50
Wei, Yi;2748;Kong, Xiangrui;2470.0;0-1;31;Shaoxing;2025-07-14;wei-kong-r2.4-shaoxing-2025-07-14;10499341;3;A00
Wang, Hao;2701;Dai, Changren;2560.0;1-0;80;Shaoxing;2025-07-14;wang-dai-r2.3-shaoxing-2025-07-14;10499336;3;A07
Xiao, Tong;2520;Yu, Yangyi;2714.0;0-1;79;Shaoxing;2025-07-14;xiao-yu-r2.3-shaoxing-2025-07-14;10499335;3;C44
Ding, Liren;2734;Zhao, Yuanhe;2489.0;1-0;54;Shaoxing;2025-07-14;ding-zhao-r2.3-shaoxing-2025-07-14;10499334;3;B36
Kong, Xiangrui;2470;Wei, Yi;2748.0;1-0;43;Shaoxing;2025-07-14;kong-wei-r2.3-shaoxing-2025-07-14;10499333;3;B12
Dai, Changren;2560;Wang, Hao;2701.0;0-1;55;Shaoxing;2025-07-14;dai-wang-r2.2-shaoxing-2025-07-14;10499328;3;D37
Yu, Yangyi;2714;Xiao, Tong;2520.0;1-0;39;Shaoxing;2025-07-14;yu-xiao-r2.2-shaoxing-2025-07-14;10499327;3;E49
Zhao, Yuanhe;2489;Ding, Liren;2734.0;1/2-1/2;45;Shaoxing;2025-07-14;zhao-ding-r2.2-shaoxing-2025-07-14;10499326;3;A06
Wei, Yi;2748;Kong, Xiangrui;2470.0;1-0;70;Shaoxing;2025-07-14;wei-kong-r2.2-shaoxing-2025-07-14;10499325;3;A08
Wang, Hao;2701;Dai, Changren;2560.0;1/2-1/2;40;Shaoxing;2025-07-14;wang-dai-r2.1-shaoxing-2025-07-14;10499320;3;A07
Xiao, Tong;2520;Yu, Yangyi;2714.0;0-1;76;Shaoxing;2025-07-14;xiao-yu-r2.1-shaoxing-2025-07-14;10499319;3;C44
Ding, Liren;2734;Zhao, Yuanhe;2489.0;1-0;47;Shaoxing;2025-07-14;ding-zhao-r2.1-shaoxing-2025-07-14;10499318;3;B36
Kong, Xiangrui;2470;Wei, Yi;2748.0;0-1;42;Shaoxing;2025-07-14;kong-wei-r2.1-shaoxing-2025-07-14;10499317;3;B12
Wei, Yi;2711;Kong, Xiangrui;2461.0;0-1;80;Shaoxing;2025-07-14;wei-kong-r2.5-shaoxing-2025-07-14;10499282;8;D04
Salem, AR Saleh;2627;Aravindh, Chithambaram VR;2724.0;0-1;54;Biel;2025-07-13;salem-aravindh-r5-biel-2025-07-13;10499246;3;A50
Svane, Frederik;2659;Fedoseev, Vladimir1;2739.0;0-1;36;Biel;2025-07-13;svane-fedoseev-r5-biel-2025-07-13;10499243;3;B40
Fedoseev, Vladimir1;2739;Salem, AR Saleh;2627.0;1-0;114;Biel;2025-07-13;fedoseev-salem-r4-biel-2025-07-13;10499239;3;D90
Aravindh, Chithambaram VR;2724;Wojtaszek, Radoslaw;2651.0;1/2-1/2;30;Biel;2025-07-13;aravindh-wojtaszek-r4-biel-2025-07-13;10499237;3;C84
Wojtaszek, Radoslaw;2651;Fedoseev, Vladimir1;2739.0;1-0;64;Biel;2025-07-13;wojtaszek-fedoseev-r3-biel-2025-07-13;10499228;3;D30
Murzin, Volodar;2671;Aravindh, Chithambaram VR;2724.0;1/2-1/2;23;Biel;2025-07-13;murzin-aravindh-r3-biel-2025-07-13;10499226;3;A46
Fedoseev, Vladimir1;2739;Murzin, Volodar;2671.0;1-0;38;Biel;2025-07-13;fedoseev-murzin-r2-biel-2025-07-13;10499222;3;D10
Aravindh, Chithambaram VR;2724;Svane, Frederik;2659.0;1-0;35;Biel;2025-07-13;aravindh-svane-r2-biel-2025-07-13;10499220;3;D05
Aravindh, Chithambaram VR;2724;Fedoseev, Vladimir1;2739.0;1/2-1/2;106;Biel;2025-07-13;aravindh-fedoseev-r1-biel-2025-07-13;10499219;3;D31
Le, Quang Liem;2729;Anand, Viswanathan;2743.0;1/2-1/2;22;Leon;2025-07-06;le-anand-r2.4-leon-2025-07-06;10498505;2;D10
Anand, Viswanathan;2743;Le, Quang Liem;2729.0;0-1;34;Leon;2025-07-06;anand-le-r2.3-leon-2025-07-06;10498504;2;C65
Le, Quang Liem;2729;Anand, Viswanathan;2743.0;1-0;58;Leon;2025-07-06;le-anand-r2.2-leon-2025-07-06;10498503;2;E04
Anand, Viswanathan;2743;Le, Quang Liem;2729.0;1/2-1/2;36;Leon;2025-07-06;anand-le-r2.1-leon-2025-07-06;10498502;2;C64
Praggnanandhaa, Rameshbabu;2779;Gukesh, Dommaraju;2776.0;1/2-1/2;56;Zagreb;2025-07-06;praggnanandhaa-gukesh-r18-zagreb-2025-07-06;10493625;2;A01
Caruana, Fabiano;2784;So, Wesley;2745.0;0-1;49;Zagreb;2025-07-06;caruana-so-r18-zagreb-2025-07-06;10493623;2;A14
Giri, Anish;2748;Duda, Jan Krzysztof;2725.0;1-0;36;Zagreb;2025-07-06;giri-duda-r18-zagreb-2025-07-06;10493621;2;A50
Saric, Ivan;2593;Carlsen, Magnus;2883.0;0-1;38;Zagreb;2025-07-06;saric-carlsen-r18-zagreb-2025-07-06;10493620;2;B06
Firouzja, Alireza;2766;Abdusattorov, Nodirbek;2771.0;1-0;30;Zagreb;2025-07-06;firouzja-abdusattorov-r18-zagreb-2025-07-06;10493619;2;D00
Carlsen, Magnus;2883;Praggnanandhaa, Rameshbabu;2734.0;1/2-1/2;84;Zagreb;2025-07-06;carlsen-praggnanandhaa-r17-zagreb-2025-07-06;10493609;2;C47
So, Wesley;2745;Firouzja, Alireza;2766.0;1/2-1/2;48;Zagreb;2025-07-06;so-firouzja-r17-zagreb-2025-07-06;10493608;2;A40
Duda, Jan Krzysztof;2725;Saric, Ivan;2661.0;0-1;51;Zagreb;2025-07-06;duda-saric-r17-zagreb-2025-07-06;10493607;2;E73
Gukesh, Dommaraju;2776;Caruana, Fabiano;2784.0;1-0;45;Zagreb;2025-07-06;gukesh-caruana-r17-zagreb-2025-07-06;10489032;2;B30
Abdusattorov, Nodirbek;2771;Giri, Anish;2748.0;1-0;32;Zagreb;2025-07-06;abdusattorov-giri-r17-zagreb-2025-07-06;10489030;2;B52
Carlsen, Magnus;2839;Duda, Jan Krzysztof;2725.0;1/2-1/2;96;Zagreb;2025-07-06;carlsen-duda-r16-zagreb-2025-07-06;10489022;2;C47
Giri, Anish;2748;So, Wesley;2745.0;1/2-1/2;68;Zagreb;2025-07-06;giri-so-r16-zagreb-2025-07-06;10489020;2;A07
Praggnanandhaa, Rameshbabu;2779;Caruana, Fabiano;2784.0;0-1;37;Zagreb;2025-07-06;praggnanandhaa-caruana-r16-zagreb-2025-07-06;10489019;2;A01
Firouzja, Alireza;2766;Gukesh, Dommaraju;2776.0;1-0;31;Zagreb;2025-07-06;firouzja-gukesh-r16-zagreb-2025-07-06;10489017;2;A45
Saric, Ivan;2661;Abdusattorov, Nodirbek;2771.0;0-1;43;Zagreb;2025-07-06;saric-abdusattorov-r16-zagreb-2025-07-06;10489016;2;B01
Duda, Jan Krzysztof;2725;Praggnanandhaa, Rameshbabu;2779.0;1-0;44;Zagreb;2025-07-06;duda-praggnanandhaa-r15-zagreb-2025-07-06;10489008;2;C53
Abdusattorov, Nodirbek;2771;Carlsen, Magnus;2839.0;1-0;52;Zagreb;2025-07-06;abdusattorov-carlsen-r15-zagreb-2025-07-06;10489007;2;B33
Caruana, Fabiano;2784;Firouzja, Alireza;2766.0;1/2-1/2;45;Zagreb;2025-07-06;caruana-firouzja-r15-zagreb-2025-07-06;10489006;2;D37
Gukesh, Dommaraju;2776;Giri, Anish;2748.0;0-1;27;Zagreb;2025-07-06;gukesh-giri-r15-zagreb-2025-07-06;10489004;2;A05
So, Wesley;2745;Saric, Ivan;2661.0;1-0;23;Zagreb;2025-07-06;so-saric-r15-zagreb-2025-07-06;10489002;2;E94
Praggnanandhaa, Rameshbabu;2779;Firouzja, Alireza;2766.0;0-1;106;Zagreb;2025-07-06;praggnanandhaa-firouzja-r14-zagreb-2025-07-06;10488990;2;A01
Carlsen, Magnus;2839;So, Wesley;2745.0;1/2-1/2;58;Zagreb;2025-07-06;carlsen-so-r14-zagreb-2025-07-06;10488987;2;A28
Giri, Anish;2748;Caruana, Fabiano;2784.0;1-0;48;Zagreb;2025-07-06;giri-caruana-r14-zagreb-2025-07-06;10488986;2;A14
Duda, Jan Krzysztof;2725;Abdusattorov, Nodirbek;2771.0;1/2-1/2;46;Zagreb;2025-07-06;duda-abdusattorov-r14-zagreb-2025-07-06;10488985;2;C78
Saric, Ivan;2661;Gukesh, Dommaraju;2776.0;0-1;33;Zagreb;2025-07-06;saric-gukesh-r14-zagreb-2025-07-06;10488984;2;B12
So, Wesley;2745;Duda, Jan Krzysztof;2725.0;0-1;61;Zagreb;2025-07-06;so-duda-r13-zagreb-2025-07-06;10488979;2;B12
Abdusattorov, Nodirbek;2771;Praggnanandhaa, Rameshbabu;2779.0;1-0;42;Zagreb;2025-07-06;abdusattorov-praggnanandhaa-r13-zagreb-2025-07-06;10488978;2;D31
Firouzja, Alireza;2766;Giri, Anish;2748.0;1-0;39;Zagreb;2025-07-06;firouzja-giri-r13-zagreb-2025-07-06;10488977;2;C24
Caruana, Fabiano;2784;Saric, Ivan;2661.0;1-0;37;Zagreb;2025-07-06;caruana-saric-r13-zagreb-2025-07-06;10488976;2;E71
Gukesh, Dommaraju;2776;Carlsen, Magnus;2839.0;1/2-1/2;14;Zagreb;2025-07-06;gukesh-carlsen-r13-zagreb-2025-07-06;10488975;2;C67
Praggnanandhaa, Rameshbabu;2779;Giri, Anish;2748.0;0-1;72;Zagreb;2025-07-06;praggnanandhaa-giri-r12-zagreb-2025-07-06;10488974;2;A01
Carlsen, Magnus;2839;Caruana, Fabiano;2784.0;1/2-1/2;61;Zagreb;2025-07-06;carlsen-caruana-r12-zagreb-2025-07-06;10488973;2;A06
Saric, Ivan;2661;Firouzja, Alireza;2766.0;1-0;26;Zagreb;2025-07-06;saric-firouzja-r12-zagreb-2025-07-06;10488972;2;B96
Duda, Jan Krzysztof;2725;Gukesh, Dommaraju;2776.0;0-1;28;Zagreb;2025-07-06;duda-gukesh-r12-zagreb-2025-07-06;10488971;2;C44
Abdusattorov, Nodirbek;2771;So, Wesley;2745.0;1/2-1/2;35;Zagreb;2025-07-06;abdusattorov-so-r12-zagreb-2025-07-06;10488970;2;A34
Gukesh, Dommaraju;2776;Abdusattorov, Nodirbek;2771.0;0-1;80;Zagreb;2025-07-06;gukesh-abdusattorov-r11-zagreb-2025-07-06;10488968;2;B01
Giri, Anish;2748;Saric, Ivan;2661.0;1-0;51;Zagreb;2025-07-06;giri-saric-r11-zagreb-2025-07-06;10488967;2;A05
Caruana, Fabiano;2784;Duda, Jan Krzysztof;2725.0;1-0;51;Zagreb;2025-07-06;caruana-duda-r11-zagreb-2025-07-06;10488966;2;C65
Firouzja, Alireza;2766;Carlsen, Magnus;2839.0;0-1;45;Zagreb;2025-07-06;firouzja-carlsen-r11-zagreb-2025-07-06;10488965;2;C55
So, Wesley;2745;Praggnanandhaa, Rameshbabu;2779.0;1/2-1/2;28;Zagreb;2025-07-06;so-praggnanandhaa-r11-zagreb-2025-07-06;10488964;2;C53
Carlsen, Magnus;2839;Giri, Anish;2748.0;1/2-1/2;89;Zagreb;2025-07-06;carlsen-giri-r10-zagreb-2025-07-06;10488963;2;A15
Duda, Jan Krzysztof;2725;Firouzja, Alireza;2766.0;0-1;61;Zagreb;2025-07-06;duda-firouzja-r10-zagreb-2025-07-06;10488962;2;B92
Abdusattorov, Nodirbek;2771;Caruana, Fabiano;2784.0;1-0;42;Zagreb;2025-07-06;abdusattorov-caruana-r10-zagreb-2025-07-06;10488961;2;A21
Praggnanandhaa, Rameshbabu;2779;Saric, Ivan;2661.0;0-1;33;Zagreb;2025-07-06;praggnanandhaa-saric-r10-zagreb-2025-07-06;10488960;2;A01
So, Wesley;2745;Gukesh, Dommaraju;2776.0;1-0;29;Zagreb;2025-07-06;so-gukesh-r10-zagreb-2025-07-06;10488959;2;C53
Wei, Yi;2748;Aronian, Levon;2742.0;1-0;33;Yancheng;2025-07-06;wei-aronian-r2-yancheng-2025-07-06;10488945;3;B67
Aronian, Levon;2742;Wei, Yi;2748.0;0-1;40;Yancheng;2025-07-06;aronian-wei-r1-yancheng-2025-07-06;10488944;3;C42
Le, Quang Liem;2729;Santos Latasa, Jaime;2623.0;1-0;43;Leon;2025-07-05;le-santos-latasa-r1.6-leon-2025-07-05;10498501;2;E60
Santos Latasa, Jaime;2623;Le, Quang Liem;2729.0;0-1;43;Leon;2025-07-05;santos-latasa-le-r1.5-leon-2025-07-05;10498499;2;C64
Le, Quang Liem;2729;Santos Latasa, Jaime;2623.0;1/2-1/2;37;Leon;2025-07-05;le-santos-latasa-r1.4-leon-2025-07-05;10498497;2;E21
Santos Latasa, Jaime;2623;Le, Quang Liem;2729.0;1/2-1/2;32;Leon;2025-07-05;santos-latasa-le-r1.3-leon-2025-07-05;10498495;2;C50
Le, Quang Liem;2729;Santos Latasa, Jaime;2623.0;1/2-1/2;53;Leon;2025-07-05;le-santos-latasa-r1.2-leon-2025-07-05;10498493;2;E21
Santos Latasa, Jaime;2623;Le, Quang Liem;2729.0;1/2-1/2;43;Leon;2025-07-05;santos-latasa-le-r1.1-leon-2025-07-05;10498491;2;C50
Duda, Jan Krzysztof;2725;Giri, Anish;2748.0;1/2-1/2;61;Zagreb;2025-07-05;duda-giri-r9-zagreb-2025-07-05;10488934;2;D02
So, Wesley;2745;Caruana, Fabiano;2784.0;1-0;55;Zagreb;2025-07-05;so-caruana-r9-zagreb-2025-07-05;10488933;2;C55
Gukesh, Dommaraju;2776;Praggnanandhaa, Rameshbabu;2779.0;0-1;39;Zagreb;2025-07-05;gukesh-praggnanandhaa-r9-zagreb-2025-07-05;10488932;2;A05
Carlsen, Magnus;2839;Saric, Ivan;2661.0;1-0;34;Zagreb;2025-07-05;carlsen-saric-r9-zagreb-2025-07-05;10488931;2;A45
Abdusattorov, Nodirbek;2771;Firouzja, Alireza;2766.0;1-0;30;Zagreb;2025-07-05;abdusattorov-firouzja-r9-zagreb-2025-07-05;10488930;2;B54
Caruana, Fabiano;2784;Gukesh, Dommaraju;2776.0;0-1;55;Zagreb;2025-07-05;caruana-gukesh-r8-zagreb-2025-07-05;10488928;2;A20
Firouzja, Alireza;2766;So, Wesley;2745.0;0-1;61;Zagreb;2025-07-05;firouzja-so-r8-zagreb-2025-07-05;10488926;2;C53
Praggnanandhaa, Rameshbabu;2779;Carlsen, Magnus;2839.0;0-1;60;Zagreb;2025-07-05;praggnanandhaa-carlsen-r8-zagreb-2025-07-05;10488925;2;A01
Giri, Anish;2748;Abdusattorov, Nodirbek;2771.0;1/2-1/2;73;Zagreb;2025-07-05;giri-abdusattorov-r8-zagreb-2025-07-05;10488924;2;D41
Saric, Ivan;2661;Duda, Jan Krzysztof;2725.0;1/2-1/2;63;Zagreb;2025-07-05;saric-duda-r8-zagreb-2025-07-05;10488923;2;B29
Carlsen, Magnus;2839;Abdusattorov, Nodirbek;2771.0;1-0;38;Zagreb;2025-07-05;carlsen-abdusattorov-r6-zagreb-2025-07-05;10488921;2;C70
Praggnanandhaa, Rameshbabu;2779;Duda, Jan Krzysztof;2725.0;0-1;37;Zagreb;2025-07-05;praggnanandhaa-duda-r6-zagreb-2025-07-05;10488920;2;A01
Giri, Anish;2748;Gukesh, Dommaraju;2776.0;1/2-1/2;100;Zagreb;2025-07-05;giri-gukesh-r6-zagreb-2025-07-05;10488919;2;D37
Firouzja, Alireza;2766;Caruana, Fabiano;2784.0;1/2-1/2;45;Zagreb;2025-07-05;firouzja-caruana-r6-zagreb-2025-07-05;10488918;2;D00
Saric, Ivan;2661;So, Wesley;2745.0;1/2-1/2;54;Zagreb;2025-07-05;saric-so-r6-zagreb-2025-07-05;10488917;2;B12
Duda, Jan Krzysztof;2725;Carlsen, Magnus;2839.0;1/2-1/2;65;Zagreb;2025-07-05;duda-carlsen-r7-zagreb-2025-07-05;10488915;2;D35
Gukesh, Dommaraju;2776;Firouzja, Alireza;2766.0;0-1;40;Zagreb;2025-07-05;gukesh-firouzja-r7-zagreb-2025-07-05;10488914;2;D37
Caruana, Fabiano;2784;Praggnanandhaa, Rameshbabu;2779.0;1/2-1/2;43;Zagreb;2025-07-05;caruana-praggnanandhaa-r7-zagreb-2025-07-05;10488913;2;C72
Abdusattorov, Nodirbek;2771;Saric, Ivan;2661.0;1-0;49;Zagreb;2025-07-05;abdusattorov-saric-r7-zagreb-2025-07-05;10488912;2;E60
So, Wesley;2745;Giri, Anish;2748.0;1-0;33;Zagreb;2025-07-05;so-giri-r7-zagreb-2025-07-05;10488911;2;A05
Firouzja, Alireza;2766;Praggnanandhaa, Rameshbabu;2779.0;1/2-1/2;83;Zagreb;2025-07-05;firouzja-praggnanandhaa-r5-zagreb-2025-07-05;10488890;2;A15
So, Wesley;2745;Carlsen, Magnus;2839.0;1/2-1/2;75;Zagreb;2025-07-05;so-carlsen-r5-zagreb-2025-07-05;10488889;2;B06
Caruana, Fabiano;2784;Giri, Anish;2748.0;1-0;44;Zagreb;2025-07-05;caruana-giri-r5-zagreb-2025-07-05;10488888;2;D45
Abdusattorov, Nodirbek;2771;Duda, Jan Krzysztof;2725.0;1-0;45;Zagreb;2025-07-05;abdusattorov-duda-r5-zagreb-2025-07-05;10488887;2;B10
Gukesh, Dommaraju;2776;Saric, Ivan;2661.0;0-1;34;Zagreb;2025-07-05;gukesh-saric-r5-zagreb-2025-07-05;10488886;2;A12
Saric, Ivan;2661;Caruana, Fabiano;2784.0;0-1;55;Zagreb;2025-07-05;saric-caruana-r4-zagreb-2025-07-05;10488885;2;B42
Duda, Jan Krzysztof;2725;So, Wesley;2745.0;1/2-1/2;58;Zagreb;2025-07-05;duda-so-r4-zagreb-2025-07-05;10488884;2;A08
Giri, Anish;2748;Firouzja, Alireza;2766.0;0-1;41;Zagreb;2025-07-05;giri-firouzja-r4-zagreb-2025-07-05;10488883;2;E10
Praggnanandhaa, Rameshbabu;2779;Abdusattorov, Nodirbek;2771.0;1/2-1/2;70;Zagreb;2025-07-05;praggnanandhaa-abdusattorov-r4-zagreb-2025-07-05;10488882;2;A01
Carlsen, Magnus;2839;Gukesh, Dommaraju;2776.0;1-0;47;Zagreb;2025-07-05;carlsen-gukesh-r4-zagreb-2025-07-05;10488881;2;C65
So, Wesley;2745;Abdusattorov, Nodirbek;2771.0;1-0;76;Zagreb;2025-07-05;so-abdusattorov-r3-zagreb-2025-07-05;10488880;2;A06
Giri, Anish;2748;Praggnanandhaa, Rameshbabu;2779.0;1/2-1/2;62;Zagreb;2025-07-05;giri-praggnanandhaa-r3-zagreb-2025-07-05;10488879;2;A07
Firouzja, Alireza;2766;Saric, Ivan;2661.0;1-0;40;Zagreb;2025-07-05;firouzja-saric-r3-zagreb-2025-07-05;10488878;2;D12
Caruana, Fabiano;2784;Carlsen, Magnus;2839.0;0-1;42;Zagreb;2025-07-05;caruana-carlsen-r3-zagreb-2025-07-05;10488877;2;B06
Gukesh, Dommaraju;2776;Duda, Jan Krzysztof;2725.0;0-1;25;Zagreb;2025-07-05;gukesh-duda-r3-zagreb-2025-07-05;10488876;2;A05
Duda, Jan Krzysztof;2725;Caruana, Fabiano;2784.0;1-0;88;Zagreb;2025-07-05;duda-caruana-r2-zagreb-2025-07-05;10488875;2;A21
Abdusattorov, Nodirbek;2771;Gukesh, Dommaraju;2776.0;1-0;62;Zagreb;2025-07-05;abdusattorov-gukesh-r2-zagreb-2025-07-05;10488874;2;C53
Carlsen, Magnus;2839;Firouzja, Alireza;2766.0;1-0;46;Zagreb;2025-07-05;carlsen-firouzja-r2-zagreb-2025-07-05;10488873;2;D01
Saric, Ivan;2661;Giri, Anish;2748.0;1/2-1/2;38;Zagreb;2025-07-05;saric-giri-r2-zagreb-2025-07-05;10488872;2;C45
Praggnanandhaa, Rameshbabu;2779;So, Wesley;2745.0;1-0;27;Zagreb;2025-07-05;praggnanandhaa-so-r2-zagreb-2025-07-05;10488871;2;A01
Gukesh, Dommaraju;2776;So, Wesley;2745.0;0-1;73;Zagreb;2025-07-05;gukesh-so-r1-zagreb-2025-07-05;10488870;2;A08
Saric, Ivan;2661;Praggnanandhaa, Rameshbabu;2779.0;1/2-1/2;68;Zagreb;2025-07-05;saric-praggnanandhaa-r1-zagreb-2025-07-05;10488869;2;C45
Caruana, Fabiano;2784;Abdusattorov, Nodirbek;2771.0;1-0;48;Zagreb;2025-07-05;caruana-abdusattorov-r1-zagreb-2025-07-05;10488868;2;B40
Giri, Anish;2748;Carlsen, Magnus;2839.0;1/2-1/2;49;Zagreb;2025-07-05;giri-carlsen-r1-zagreb-2025-07-05;10488867;2;D47
Firouzja, Alireza;2766;Duda, Jan Krzysztof;2725.0;1-0;31;Zagreb;2025-07-05;firouzja-duda-r1-zagreb-2025-07-05;10488866;2;C53
Aronian, Levon;2742;Wei, Yi;2748.0;1/2-1/2;30;Yancheng;2025-07-05;aronian-wei-r4-yancheng-2025-07-05;10488865;1;C42
Anand, Viswanathan;2743;Oro, Faustino;2465.0;1/2-1/2;52;Leon;2025-07-04;anand-oro-r1.6-leon-2025-07-04;10498500;2;B51
Oro, Faustino;2465;Anand, Viswanathan;2743.0;0-1;46;Leon;2025-07-04;oro-anand-r1.5-leon-2025-07-04;10498498;2;B30
Oro, Faustino;2465;Anand, Viswanathan;2743.0;1/2-1/2;40;Leon;2025-07-04;oro-anand-r1.4-leon-2025-07-04;10498496;2;C50
Anand, Viswanathan;2743;Oro, Faustino;2465.0;1/2-1/2;41;Leon;2025-07-04;anand-oro-r1.3-leon-2025-07-04;10498494;2;C88
Oro, Faustino;2465;Anand, Viswanathan;2743.0;1/2-1/2;52;Leon;2025-07-04;oro-anand-r1.2-leon-2025-07-04;10498492;2;C50
Anand, Viswanathan;2743;Oro, Faustino;2465.0;1/2-1/2;32;Leon;2025-07-04;anand-oro-r1.1-leon-2025-07-04;10498490;2;C88
So, Wesley;2745;Praggnanandhaa, Rameshbabu;2767.0;1/2-1/2;37;Zagreb;2025-07-04;so-praggnanandhaa-r8-zagreb-2025-07-04;10498356;3;B27
Praggnanandhaa, Rameshbabu;2767;Saric, Ivan;2661.0;1-0;66;Zagreb;2025-07-04;praggnanandhaa-saric-r7-zagreb-2025-07-04;10498355;3;B95
Carlsen, Magnus;2837;Giri, Anish;2748.0;1/2-1/2;133;Zagreb;2025-07-04;carlsen-giri-r9-zagreb-2025-07-04;10488861;3;D01
