brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
Philips,T939,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2, TD-SCDMA,,HSPA 3.6/0.384 Mbps,Yes,Yes,2013  September,Available. Released 2013  September,110 x 57.8 x 22 mm (4.33 x 2.28 x 0.87 in),239.5,8.43,Dual SIM,Dual TFT capacitive touchscreen  256K colors,3.2 inches (~45.8% screen-to-body ratio),480 x 800 pixels (~292 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP| EDR,Yes with A-GPS,,No,2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-t939.jpg
Philips,W6360,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2013  September,Available. Released 2013  September,-,,,Yes,TFT capacitive touchscreen  16M colors,4.3 inches,480 x 800 pixels (~217 ppi pixel density),Android 4.1 (Jelly Bean),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),,,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes| hotspot,3.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Dark gray,,http://cdn2.gsmarena.com/vv/bigpic/philips-w6360.jpg
Philips,W5510,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2013  September,Available. Released 2013  September,116.2 x 63 x 13 mm (4.57 x 2.48 x 0.51 in),138.8,4.87,Yes,TFT capacitive touchscreen,3.5 inches (~49.8% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.1 (Jelly Bean),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),,,5 MP,,Yes,Yes,Yes| hotspot,3.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1630 mAh battery,Dark gray,,http://cdn2.gsmarena.com/vv/bigpic/philips-w5510.jpg
Philips,W8355,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2013  January,Available. Released 2013  March,147.6 x 79 x 10.9 mm (5.81 x 3.11 x 0.43 in),224.5,7.90,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,5.3 inches (~66.4% screen-to-body ratio),540 x 960 pixels (~208 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A5,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 3000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-w8355.jpg
Philips,W832,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2012  November,Available. Released 2012  November,131 x 67.5 x 11 mm (5.16 x 2.66 x 0.43 in),170.5,6.00,Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~63.1% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),4 GB (2 GB user available),,8 MP| autofocus| LED flash,Yes,Yes,Yes,Yes| hotspot,2.1| A2DP| EDR,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2400 mAh battery,Grey,,http://cdn2.gsmarena.com/vv/bigpic/philips-w832.jpg
Philips,W737,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2012  December,Available. Released 2012  December,128 x 65 x 9.9 mm (5.04 x 2.56 x 0.39 in),172,6.07,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,4.3 inches (~61.3% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.2 GHz Cortex-A5,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,microSD  up to 32 GB (dedicated slot),4 GB (3 GB user available),,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes| hotspot,3.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2400 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-w737.jpg
Philips,W736,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2012  November,Available. Released 2012  November,126.6 x 65.4 x 12.1 mm (4.98 x 2.57 x 0.48 in),167.5,5.89,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.0 inches (~55.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),4 GB (2 GB user available),,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes| hotspot,2.1| A2DP| EDR,Yes,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2400 mAh battery,Grey,,http://cdn2.gsmarena.com/vv/bigpic/philips-w736.jpg
Philips,W6350,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 ,,HSPA,Class 12,Yes,2012  November,Available. Released 2012  November,125.2 x 63.9 x 11.5 mm (4.93 x 2.52 x 0.45 in),154,5.43,Dual SIM (Mini-SIM),TFT capacitive touchscreen,4.0 inches (~56.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 2.3 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP| autofocus| LED flash,,Yes,Yes,Yes| hotspot,2.1| A2DP| EDR,Yes,,No,2.0,Accelerometer| proximity,Removable Li-Ion 1630 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/philips-w6350.jpg
Philips,W536,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Class 12,Yes,2012  November,Available. Released 2012  November,127.5 x 65 x 11.5 mm (5.02 x 2.56 x 0.45 in),141,4.97,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,4.0 inches (~55.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),4 GB (2 GB user available),,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes| hotspot,2.1| A2DP| EDR,Yes,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1630 mAh battery,Grey,,http://cdn2.gsmarena.com/vv/bigpic/philips-w536.jpg
Philips,W337,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2012  November,Available. Released 2012  November,107.3 x 54.6 x 12.8 mm (4.22 x 2.15 x 0.50 in),108.3,3.81,Dual SIM (Mini-SIM),TFT capacitive touchscreen,3.2 inches (~49.7% screen-to-body ratio),240 x 400 pixels (~146 ppi pixel density),Android 2.3 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),512 MB,,2 MP,Yes,Yes,Yes,Yes| hotspot,3.0| A2DP| EDR,Yes,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1350 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-w337.jpg
Philips,T539,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2, TD-SCDMA,,HSPA,Class 12,Yes,2012  November,Available. Released 2012  November,131 x 68 x 11.2 mm (5.16 x 2.68 x 0.44 in),,,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,4.3 inches (~59.1% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 2.3 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP,No,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,Yes,Yes with A-GPS,,No,2.0,Accelerometer| proximity,Removable Li-Ion 1630 mAh battery,Black/Gold,,http://cdn2.gsmarena.com/vv/bigpic/philips-t539.jpg
Philips,E133,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,No,2012  November,Available. Released 2012  November,105 x 61 x 13.6 mm (4.13 x 2.40 x 0.54 in),,,Dual SIM (Mini-SIM),TFT,2.2 inches (~23.4% screen-to-body ratio),320 x 240 pixels (~182 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),0,,VGA,No,Yes,Yes,No,2.0| A2DP,No,,FM radio,miniUSB 2.0,,Removable Li-Ion 800 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-e133.jpg
Philips,W732,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2012  July,Available. Released 2012  July,126.4 x 67.3 x 12.3 mm (4.98 x 2.65 x 0.48 in),168.9,5.93,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  256K colors,4.3 inches (~61.9% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),2 GB,,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes| hotspot,2.1| EDR,Yes with A-GPS,,No,2.0,Accelerometer| proximity| compass,Removable Li-Ion 2400 mAh battery,Gray,,http://cdn2.gsmarena.com/vv/bigpic/philips-w732.jpg
Philips,X333,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,Yes,2012  July,Available. Released 2012  July,119.5 x 50.6 x 15.8 mm (4.70 x 1.99 x 0.62 in),118.5,4.16,Dual SIM (Mini-SIM),TFT  256K colors,2.4 inches (~29.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),40 MB,,3.15 MP,No,Yes,Yes,No,2.1| A2DP,No,,Stereo FM radio| RDS,2.0,,Removable Li-Ion 2000 mAh battery,Champion Black/Grey,,http://cdn2.gsmarena.com/vv/bigpic/philips-x333.jpg
Philips,W930,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 3.6/0.384 Mbps,Yes,Yes,2012  July,Available. Released 2012  July,110 x 57.8 x 22 mm (4.33 x 2.28 x 0.87 in),250,8.82,Dual SIM (Mini-SIM),Dual TFT capacitive touchscreen  256K colors,3.2 inches (~48.0% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),Android 2.3 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot)  4 GB included,100 MB,,5 MP| autofocus,,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP,Yes,,FM radio,2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black/Gold,,http://cdn2.gsmarena.com/vv/bigpic/philips-w930.jpg
Philips,X130,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,No,2012  June,Available. Released 2012  June,113 x 48 x 17.2 mm (4.45 x 1.89 x 0.68 in),102.5,3.60,Dual SIM (Mini-SIM),TFT  256K colors,2.0 inches (~23.2% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,,,Yes,No,No,2.1| A2DP,No,,FM radio,miniUSB,,Removable Li-Ion 2000 mAh battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/philips-x130.jpg
Philips,X332,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,No,2012  June,Available. Released 2012  June,117.3 x 50.7 x 11.7 mm (4.62 x 2.00 x 0.46 in),88.7,3.10,Dual SIM (Mini-SIM),TFT  256K colors,2.4 inches (~30.0% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),64 MB,,3.15 MP,No,Yes,Yes,No,2.1| A2DP,No,,Stereo FM radio| RDS,2.0,,Removable Li-Ion 1000 mAh battery,Black/Silver,,http://cdn2.gsmarena.com/vv/bigpic/philips-x332.jpg
Philips,X331,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,Yes,2012  June,Available. Released 2012  June,108 x 57.5 x 14.4 mm (4.25 x 2.26 x 0.57 in),107.7,3.77,Dual SIM (Mini-SIM),TFT resistive touchscreen  256K colors,2.8 inches (~39.1% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),44 MB,,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g,2.1| A2DP,No,,Stereo FM radio| RDS,2.0,,Removable Li-Ion 1530 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-x331.jpg
Philips,D633,CDMA / EVDO,CDMA 800 ,,,EV-DO Rev.A 3.1 Mbps,No,No,2012  June,Available. Released 2012  June,125.4 x 63.9 x 11.5 mm (4.94 x 2.52 x 0.45 in),154,5.43,Mini-SIM,TFT capacitive touchscreen,4.0 inches (~56.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),60 MB,,5 MP| autofocus,No,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1630 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/philips-d633.jpg
Philips,W632,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 ,,HSPA 7.2/5.76 Mbps,Class 12,Yes,2012  May,Available. Released 2012  May,123.4 x 63 x 14 mm (4.86 x 2.48 x 0.55 in),164.5,5.82,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,3.8 inches (~52.9% screen-to-body ratio),480 x 800 pixels (~246 ppi pixel density),Android 2.3 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP| autofocus| LED flash,Yes,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.0| A2DP| EDR,Yes with A-GPS,,No,2.0,Accelerometer,Removable Li-Ion 2100 mAh battery,Gray,,http://cdn2.gsmarena.com/vv/bigpic/philips-w632.jpg
Philips,W635,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 ,,HSPA 7.2/0.384 Mbps,Class 12,Yes,2012  April,Available. Released 2012  April,124 x 64.5 x 11.5 mm (4.88 x 2.54 x 0.45 in),157,5.54,Dual SIM (Mini-SIM),TFT capacitive touchscreen,4.0 inches (~56.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 2.3 (Gingerbread), Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP| autofocus,No,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.0| A2DP,Yes with A-GPS,,No,2.0,Accelerometer| proximity,Removable Li-Ion 1630 mAh battery,Gray,460,http://cdn2.gsmarena.com/vv/bigpic/philips-w635.jpg
Philips,X528,GSM,GSM 900 / 1800 / 1900 - SIM 1,,,,Class 12,Yes,2012  March,Available,120 x 51 x 18.1 mm (4.72 x 2.01 x 0.71 in),180,6.35,Dual SIM (Mini-SIM),TFT  256K colors,2.6 inches (~34.2% screen-to-body ratio),240 x 320 pixels (~154 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP,No,Yes,No,No,2.1| A2DP,No,,FM radio,miniUSB 2.0,,Removable Li-Ion 1500 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-x528.jpg
Philips,T129,GSM,GSM 900 / 1800 , TD-SCDMA,,HSPA 3.6/0.384 Mbps,Class 12,No,2012  March,Available,114.5 x 49 x 13.8 mm (4.51 x 1.93 x 0.54 in),94,3.32,Mini-SIM,TFT  256K colors,2.4 inches (~31.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),82 MB,,VGA,No,Yes,Yes,No,No,No,,FM radio,miniUSB 2.0,,Removable Li-Ion 1150 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-t129.jpg
Philips,W820,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,HSPA 7.2/0.384 Mbps,Class 12,Yes,2012  March,Available,114.6 x 57.7 x 14.8 mm (4.51 x 2.27 x 0.58 in),143,5.04,Mini-SIM,TFT capacitive touchscreen,3.2 inches (~46.1% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),Android 2.3 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP| autofocus| LED flash,Yes,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,Yes,Yes with A-GPS,,FM radio,2.0,Accelerometer| proximity| compass,Removable Li-Ion 2100 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-w820.jpg
Philips,D822,GSM / CDMA / EVDO,GSM 900 / 1800 - SIM 1 & SIM 2,,,EV-DO Rev.A 3.1 Mbps,No,No,2012  January,Available. Released 2012  January,120.8 x 63.8 x 14.9 mm (4.76 x 2.51 x 0.59 in),165,5.82,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,3.5 inches (~47.3% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.2 (Froyo),,,,microSD  up to 32 GB (dedicated slot),512 MB,,5 MP| autofocus,No,Yes,No,Wi-Fi 802.11 b/g| hotspot,2.1| A2DP| EDR,Yes with A-GPS,,No,microUSB 2.0,Accelerometer,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-d822.jpg
Philips,W727,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 - SIM 1,,HSPA 3.6/0.384 Mbps,Yes,No,2012  January,Available. Released 2012  January,109.8 x 56.5 x 20.5 mm (4.32 x 2.22 x 0.81 in),189,6.67,Dual SIM (Mini-SIM),TFT  256K colors,3.2 inches (~49.2% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),100 MB,,5 MP,No,Yes,No,Wi-Fi 802.11 b/g| hotspot,2.1| A2DP| EDR,No,,FM radio,miniUSB 2.0,Fingerprint (front-mounted),Removable Li-Ion 1530 mAh battery,Gray,,http://cdn2.gsmarena.com/vv/bigpic/philips-w727.jpg
Philips,X125,GSM,GSM 900 / 1800 ,,,,No,No,2012  January,Available. Released 2012  January,107.5 x 43 x 15.5 mm (4.23 x 1.69 x 0.61 in),68,2.40,Mini-SIM,TFT  65K colors,1.44 inches| 1.44 (~14.5% screen-to-body ratio),128 x 128 pixels (~126 ppi pixel density),,,,,microSD  up to 2 GB (dedicated slot),,,,,Yes,No,No,No,No,,FM radio,miniUSB,,Removable Li-Ion 1050 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-x125.jpg
Philips,W626,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 - SIM 1,,HSPA 7.2/0.384 Mbps,Class 12,Yes,2011  December. Released 2011  December,Discontinued,116 x 62 x 14.3 mm (4.57 x 2.44 x 0.56 in),102,3.60,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,3.5 inches (~50.7% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),256 MB,,3.15 MP| LED flash,Yes,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.0| A2DP,Yes with A-GPS,,FM radio,2.0,Accelerometer| proximity| compass,Removable Li-Ion 1530 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-w626.jpg
Philips,X623,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,Yes,2011  December,Available. Released 2011  December,118.5 x 49 x 15.2 mm (4.67 x 1.93 x 0.60 in),132.8,4.66,Dual SIM (Mini-SIM),IPS LCD  256K colors,2.4 inches (~30.7% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),64 MB,,5 MP| LED flash,No,Yes,Yes,No,2.1| A2DP,No,,FM radio| RDS,2.0,,Removable Li-Ion 2000 mAh battery,Black| Silver,,http://cdn2.gsmarena.com/vv/bigpic/philips-x623.jpg
Philips,W920,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 2100 ,,HSPA 7.2/0.384 Mbps,Class 12,Yes,2011  December,Available. Released 2011  December,128 x 70 x 12.9 mm (5.04 x 2.76 x 0.51 in),,,Mini-SIM,TFT capacitive touchscreen  16M colors,4.3 inches (~58.7% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 2.2 (Froyo),,,,microSD  up to 32 GB (dedicated slot),180 MB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1| A2DP,Yes with A-GPS,,No,2.0,Accelerometer| proximity| compass,Removable Li-Ion 1280 mAh battery,Black/Gold,,http://cdn2.gsmarena.com/vv/bigpic/philips-w920.jpg
Philips,V726,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,Yes,2011  December,Available. Released 2011  December,110 x 57 x 14.3 mm (4.33 x 2.24 x 0.56 in),,,Dual SIM (Mini-SIM),TFT touchscreen  256K colors,3.2 inches (~48.6% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),Android 2.2 (Froyo),416 MHz,Mediatek MT6516,,microSD  up to 32 GB (dedicated slot),200 MB,,5 MP| autofocus,No,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.1| A2DP,Yes with A-GPS,,No,2.0,Accelerometer,Removable Li-Ion 2100 mAh battery,Black/Gray,,http://cdn2.gsmarena.com/vv/bigpic/philips-v726.jpg
Philips,X622,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,Yes,2011  Q3,Available,114.5 x 57.5 x 14.5 mm (4.51 x 2.26 x 0.57 in),158.8,5.57,Dual SIM (Mini-SIM| dual stand-by),TFT resistive touchscreen  256K colors,3.2 inches (~46.3% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),44 MB,,5 MP| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g,2.1| A2DP,No,,Stereo FM radio| RDS,miniUSB 2.0,,Removable Li-Ion 2100 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-x622.jpg
Philips,W625,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,384 kbps,Class 10,Yes,2011  Q3,Available,109 x 51 x 17 mm (4.29 x 2.01 x 0.67 in),,,Dual SIM (Mini-SIM),TFT  256K colors,3.0 inches (~46.1% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),50 MB,,3.15 MP| LED flash,No,Yes,No,No,2.1| A2DP,No,,FM radio,miniUSB 2.0,,Removable Li-Ion 1530 mAh battery,Black/Silver,,http://cdn2.gsmarena.com/vv/bigpic/philips-w625.jpg
Philips,X223,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Class 10,No,2011  Q3,Available,106.5 x 49.8 x 16.8 mm (4.19 x 1.96 x 0.66 in),108,3.81,Dual SIM (Mini-SIM| dual stand-by),TFT  65K colors,2.4 inches (~33.6% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD (dedicated slot),,,VGA,No,Yes,No,No,2.0| A2DP| EDR,No,,Stereo FM radio| RDS,Yes,,Removable Li-Ion 1000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-xenium-x223.jpg
Philips,X525,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,Yes,2011  Q3,Available,160 x 51 x 14.4 mm (6.30 x 2.01 x 0.57 in),108,3.81,Dual SIM (Mini-SIM| dual stand-by),TFT resistive touchscreen  256K colors,3.0 inches (~31.4% screen-to-body ratio),240 x 400 pixels (~155 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),44 MB,,3.15 MP| LED flash,No,Yes,Yes,No,2.1| A2DP,No,,Stereo FM radio| RDS,miniUSB 2.0,,Removable Li-Ion 1530 mAh battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/philips-x525.jpg
Philips,D813,GSM / CDMA / EVDO,GSM 900 / 1800 ,,,EV-DO Rev.A 3.1 Mbps,No,No,2011  Q3,Available,113 x 56 x 15.6 mm (4.45 x 2.20 x 0.61 in),121,4.27,Mini-SIM,TFT resistive touchscreen  65K colors,3.2 inches (~46.1% screen-to-body ratio),240 x 400 pixels (~146 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot)  2 GB included,130 MB,,3.15 MP| autofocus,No,Yes,No,No,2.1| A2DP,Yes,,No,miniUSB 2.0,Accelerometer,Removable Li-Ion 1300 mAh battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/philips-d813.jpg
Philips,W725,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 - SIM 1 only,,HSPA 3.6/0.384 Mbps,Class 10,Yes,2011  Q3,Available,108.8 x 56.3 x 15 mm (4.28 x 2.22 x 0.59 in),,,Dual SIM (Mini-SIM| dual stand-by),TFT resistive touchscreen  256K colors,3.2 inches (~47.6% screen-to-body ratio),240 x 400 pixels (~146 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),100 MB,,5 MP| autofocus| LED flash,Yes,Yes,No,No,2.1| A2DP| EDR,Yes with A-GPS,,FM radio,miniUSB 2.0,Accelerometer,Removable Li-Ion 2100 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-w725.jpg
